Player name,PlayerTeam,Team1,Team2,Team1score,Team2score,GmSc,GameOfSeries
Ben Sheppard,IND,Indiana Pacers,Cleveland Cavaliers,121,112,-1.1,Game 1
Thomas Bryant,IND,Indiana Pacers,Cleveland Cavaliers,121,112,1.3,Game 1
De'Andre Hunter,CLE,Indiana Pacers,Cleveland Cavaliers,121,112,7.9,Game 1
Ty Jerome,CLE,Indiana Pacers,Cleveland Cavaliers,121,112,16.7,Game 1
Dean Wade,CLE,Indiana Pacers,Cleveland Cavaliers,121,112,-1.3,Game 1
Isaac Okoro,CLE,Indiana Pacers,Cleveland Cavaliers,121,112,2.4,Game 1
Darius Garland,CLE,Indiana Pacers,Cleveland Cavaliers,121,112,,Game 1
Bennedict Mathurin,IND,Indiana Pacers,Cleveland Cavaliers,120,119,14.5,Game 2
Obi Toppin,IND,Indiana Pacers,Cleveland Cavaliers,120,119,6.3,Game 2
T.J. McConnell,IND,Indiana Pacers,Cleveland Cavaliers,120,119,1.2,Game 2
Thomas Bryant,IND,Indiana Pacers,Cleveland Cavaliers,120,119,-1.1,Game 2
Ben Sheppard,IND,Indiana Pacers,Cleveland Cavaliers,120,119,-0.1,Game 2
Jarace Walker,IND,Indiana Pacers,Cleveland Cavaliers,120,119,-1.4,Game 2
Isaac Okoro,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,6.1,Game 2
Sam Merrill,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,11.8,Game 2
Javonte Green,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,1.0,Game 2
Craig Porter Jr.,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,2.7,Game 2
Darius Garland,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,,Game 2
De'Andre Hunter,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,,Game 2
Evan Mobley,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,,Game 2
De'Andre Hunter,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,5.3,Game 3
Sam Merrill,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,0.0,Game 3
Dean Wade,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,0.2,Game 3
Ty Jerome,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,-6.7,Game 3
Isaac Okoro,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,0.5,Game 3
Craig Porter Jr.,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,2.0,Game 3
Javonte Green,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,-1.1,Game 3
Bennedict Mathurin,IND,Cleveland Cavaliers,Indiana Pacers,126,104,15.0,Game 3
T.J. McConnell,IND,Cleveland Cavaliers,Indiana Pacers,126,104,13.4,Game 3
Obi Toppin,IND,Cleveland Cavaliers,Indiana Pacers,126,104,3.0,Game 3
Thomas Bryant,IND,Cleveland Cavaliers,Indiana Pacers,126,104,2.8,Game 3
Ben Sheppard,IND,Cleveland Cavaliers,Indiana Pacers,126,104,1.9,Game 3
James Johnson,IND,Cleveland Cavaliers,Indiana Pacers,126,104,2.2,Game 3
Jarace Walker,IND,Cleveland Cavaliers,Indiana Pacers,126,104,0.8,Game 3
Johnny Furphy,IND,Cleveland Cavaliers,Indiana Pacers,126,104,0.2,Game 3
Tony Bradley,IND,Cleveland Cavaliers,Indiana Pacers,126,104,-0.4,Game 3
Isaac Okoro,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,9.2,Game 4
Ty Jerome,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,2.5,Game 4
De'Andre Hunter,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,-0.6,Game 4
Sam Merrill,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,1.0,Game 4
Jaylon Tyson,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,8.9,Game 4
Tristan Thompson,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,2.7,Game 4
Dean Wade,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,4.7,Game 4
Craig Porter Jr.,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,6.8,Game 4
Javonte Green,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,1.5,Game 4
Chuma Okeke,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,3.4,Game 4
Ben Sheppard,IND,Cleveland Cavaliers,Indiana Pacers,109,129,5.9,Game 4
Obi Toppin,IND,Cleveland Cavaliers,Indiana Pacers,109,129,15.1,Game 4
T.J. McConnell,IND,Cleveland Cavaliers,Indiana Pacers,109,129,13.7,Game 4
Jarace Walker,IND,Cleveland Cavaliers,Indiana Pacers,109,129,-0.1,Game 4
Johnny Furphy,IND,Cleveland Cavaliers,Indiana Pacers,109,129,-1.6,Game 4
Thomas Bryant,IND,Cleveland Cavaliers,Indiana Pacers,109,129,3.2,Game 4
James Johnson,IND,Cleveland Cavaliers,Indiana Pacers,109,129,4.8,Game 4
Tony Bradley,IND,Cleveland Cavaliers,Indiana Pacers,109,129,0.6,Game 4
Bennedict Mathurin,IND,Cleveland Cavaliers,Indiana Pacers,109,129,-1.1,Game 4
Obi Toppin,IND,Indiana Pacers,Cleveland Cavaliers,114,105,4.1,Game 5
Ben Sheppard,IND,Indiana Pacers,Cleveland Cavaliers,114,105,2.2,Game 5
Bennedict Mathurin,IND,Indiana Pacers,Cleveland Cavaliers,114,105,0.9,Game 5
Thomas Bryant,IND,Indiana Pacers,Cleveland Cavaliers,114,105,7.1,Game 5
T.J. McConnell,IND,Indiana Pacers,Cleveland Cavaliers,114,105,0.0,Game 5
Jarace Walker,IND,Indiana Pacers,Cleveland Cavaliers,114,105,0.0,Game 5
De'Andre Hunter,CLE,Indiana Pacers,Cleveland Cavaliers,114,105,7.6,Game 5
Dean Wade,CLE,Indiana Pacers,Cleveland Cavaliers,114,105,2.7,Game 5
Isaac Okoro,CLE,Indiana Pacers,Cleveland Cavaliers,114,105,0.6,Game 5
Ty Jerome,CLE,Indiana Pacers,Cleveland Cavaliers,114,105,6.9,Game 5
Sam Merrill,CLE,Indiana Pacers,Cleveland Cavaliers,114,105,,Game 5
Mitchell Robinson,NYK,New York Knicks,Boston Celtics,108,105,2.3,Game 1
Miles McBride,NYK,New York Knicks,Boston Celtics,108,105,8.9,Game 1
Precious Achiuwa,NYK,New York Knicks,Boston Celtics,108,105,-0.1,Game 1
Cameron Payne,NYK,New York Knicks,Boston Celtics,108,105,-2.2,Game 1
Al Horford,BOS,New York Knicks,Boston Celtics,108,105,6.0,Game 1
Payton Pritchard,BOS,New York Knicks,Boston Celtics,108,105,9.8,Game 1
Luke Kornet,BOS,New York Knicks,Boston Celtics,108,105,3.8,Game 1
Sam Hauser,BOS,New York Knicks,Boston Celtics,108,105,-1.8,Game 1
Mitchell Robinson,NYK,New York Knicks,Boston Celtics,91,90,7.9,Game 2
Miles McBride,NYK,New York Knicks,Boston Celtics,91,90,5.0,Game 2
Cameron Payne,NYK,New York Knicks,Boston Celtics,91,90,0.0,Game 2
Payton Pritchard,BOS,New York Knicks,Boston Celtics,91,90,4.9,Game 2
Luke Kornet,BOS,New York Knicks,Boston Celtics,91,90,7.1,Game 2
Kristaps Porziņģis,BOS,New York Knicks,Boston Celtics,91,90,5.9,Game 2
Sam Hauser,BOS,New York Knicks,Boston Celtics,91,90,,Game 2
Payton Pritchard,BOS,Boston Celtics,New York Knicks,115,93,18.2,Game 3
Kristaps Porziņģis,BOS,Boston Celtics,New York Knicks,115,93,5.2,Game 3
Luke Kornet,BOS,Boston Celtics,New York Knicks,115,93,5.9,Game 3
Torrey Craig,BOS,Boston Celtics,New York Knicks,115,93,0.0,Game 3
Neemias Queta,BOS,Boston Celtics,New York Knicks,115,93,0.0,Game 3
Baylor Scheierman,BOS,Boston Celtics,New York Knicks,115,93,-0.4,Game 3
Jordan Walsh,BOS,Boston Celtics,New York Knicks,115,93,0.0,Game 3
Miles McBride,NYK,Boston Celtics,New York Knicks,115,93,3.0,Game 3
Mitchell Robinson,NYK,Boston Celtics,New York Knicks,115,93,3.7,Game 3
Cameron Payne,NYK,Boston Celtics,New York Knicks,115,93,1.6,Game 3
Precious Achiuwa,NYK,Boston Celtics,New York Knicks,115,93,4.3,Game 3
Landry Shamet,NYK,Boston Celtics,New York Knicks,115,93,-0.7,Game 3
Delon Wright,NYK,Boston Celtics,New York Knicks,115,93,0.0,Game 3
Ariel Hukporti,NYK,Boston Celtics,New York Knicks,115,93,2.3,Game 3
Kristaps Porziņģis,BOS,Boston Celtics,New York Knicks,113,121,4.4,Game 4
Payton Pritchard,BOS,Boston Celtics,New York Knicks,113,121,6.6,Game 4
Luke Kornet,BOS,Boston Celtics,New York Knicks,113,121,0.0,Game 4
Mitchell Robinson,NYK,Boston Celtics,New York Knicks,113,121,7.0,Game 4
Miles McBride,NYK,Boston Celtics,New York Knicks,113,121,4.0,Game 4
Cameron Payne,NYK,Boston Celtics,New York Knicks,113,121,-2.5,Game 4
Precious Achiuwa,NYK,Boston Celtics,New York Knicks,113,121,-0.7,Game 4
Miles McBride,NYK,New York Knicks,Boston Celtics,102,127,9.3,Game 5
Mitchell Robinson,NYK,New York Knicks,Boston Celtics,102,127,13.9,Game 5
Cameron Payne,NYK,New York Knicks,Boston Celtics,102,127,-1.2,Game 5
Pacome Dadiet,NYK,New York Knicks,Boston Celtics,102,127,1.7,Game 5
Landry Shamet,NYK,New York Knicks,Boston Celtics,102,127,0.5,Game 5
Precious Achiuwa,NYK,New York Knicks,Boston Celtics,102,127,0.3,Game 5
Tyler Kolek,NYK,New York Knicks,Boston Celtics,102,127,0.0,Game 5
Payton Pritchard,BOS,New York Knicks,Boston Celtics,102,127,13.3,Game 5
Luke Kornet,BOS,New York Knicks,Boston Celtics,102,127,17.0,Game 5
Sam Hauser,BOS,New York Knicks,Boston Celtics,102,127,4.2,Game 5
Torrey Craig,BOS,New York Knicks,Boston Celtics,102,127,0.5,Game 5
Neemias Queta,BOS,New York Knicks,Boston Celtics,102,127,4.4,Game 5
JD Davison,BOS,New York Knicks,Boston Celtics,102,127,3.4,Game 5
Baylor Scheierman,BOS,New York Knicks,Boston Celtics,102,127,-1.1,Game 5
Jordan Walsh,BOS,New York Knicks,Boston Celtics,102,127,-0.7,Game 5
Payton Pritchard,BOS,Boston Celtics,New York Knicks,81,119,8.6,Game 6
Sam Hauser,BOS,Boston Celtics,New York Knicks,81,119,2.7,Game 6
Baylor Scheierman,BOS,Boston Celtics,New York Knicks,81,119,1.6,Game 6
Kristaps Porziņģis,BOS,Boston Celtics,New York Knicks,81,119,3.0,Game 6
Torrey Craig,BOS,Boston Celtics,New York Knicks,81,119,4.4,Game 6
Xavier Tillman Sr.,BOS,Boston Celtics,New York Knicks,81,119,0.9,Game 6
JD Davison,BOS,Boston Celtics,New York Knicks,81,119,-2.5,Game 6
Jordan Walsh,BOS,Boston Celtics,New York Knicks,81,119,0.3,Game 6
Neemias Queta,BOS,Boston Celtics,New York Knicks,81,119,2.3,Game 6
Miles McBride,NYK,Boston Celtics,New York Knicks,81,119,10.1,Game 6
Mitchell Robinson,NYK,Boston Celtics,New York Knicks,81,119,2.4,Game 6
Precious Achiuwa,NYK,Boston Celtics,New York Knicks,81,119,3.3,Game 6
Landry Shamet,NYK,Boston Celtics,New York Knicks,81,119,-0.4,Game 6
Cameron Payne,NYK,Boston Celtics,New York Knicks,81,119,0.9,Game 6
P.J. Tucker,NYK,Boston Celtics,New York Knicks,81,119,-0.4,Game 6
Tyler Kolek,NYK,Boston Celtics,New York Knicks,81,119,3.0,Game 6
Gary Payton II,GSW,Golden State Warriors,Minnesota Timberwolves,99,88,9.9,Game 1
Kevon Looney,GSW,Golden State Warriors,Minnesota Timberwolves,99,88,5.1,Game 1
Jonathan Kuminga,GSW,Golden State Warriors,Minnesota Timberwolves,99,88,3.6,Game 1
Pat Spencer,GSW,Golden State Warriors,Minnesota Timberwolves,99,88,3.6,Game 1
Moses Moody,GSW,Golden State Warriors,Minnesota Timberwolves,99,88,-2.8,Game 1
Quinten Post,GSW,Golden State Warriors,Minnesota Timberwolves,99,88,0.3,Game 1
Gui Santos,GSW,Golden State Warriors,Minnesota Timberwolves,99,88,-0.4,Game 1
Naz Reid,MIN,Golden State Warriors,Minnesota Timberwolves,99,88,11.5,Game 1
Donte DiVincenzo,MIN,Golden State Warriors,Minnesota Timberwolves,99,88,0.4,Game 1
Nickeil Alexander-Walker,MIN,Golden State Warriors,Minnesota Timberwolves,99,88,-2.9,Game 1
Terrence Shannon Jr.,MIN,Golden State Warriors,Minnesota Timberwolves,99,88,-0.7,Game 1
Jonathan Kuminga,GSW,Golden State Warriors,Minnesota Timberwolves,93,117,12.5,Game 2
Trayce Jackson-Davis,GSW,Golden State Warriors,Minnesota Timberwolves,93,117,14.8,Game 2
Moses Moody,GSW,Golden State Warriors,Minnesota Timberwolves,93,117,-1.4,Game 2
Pat Spencer,GSW,Golden State Warriors,Minnesota Timberwolves,93,117,-1.9,Game 2
Gary Payton II,GSW,Golden State Warriors,Minnesota Timberwolves,93,117,0.3,Game 2
Kevin Knox,GSW,Golden State Warriors,Minnesota Timberwolves,93,117,1.5,Game 2
Gui Santos,GSW,Golden State Warriors,Minnesota Timberwolves,93,117,-0.4,Game 2
Braxton Key,GSW,Golden State Warriors,Minnesota Timberwolves,93,117,2.0,Game 2
Kevon Looney,GSW,Golden State Warriors,Minnesota Timberwolves,93,117,0.0,Game 2
Stephen Curry,GSW,Golden State Warriors,Minnesota Timberwolves,93,117,,Game 2
Naz Reid,MIN,Golden State Warriors,Minnesota Timberwolves,93,117,9.8,Game 2
Nickeil Alexander-Walker,MIN,Golden State Warriors,Minnesota Timberwolves,93,117,14.9,Game 2
Donte DiVincenzo,MIN,Golden State Warriors,Minnesota Timberwolves,93,117,7.3,Game 2
Josh Minott,MIN,Golden State Warriors,Minnesota Timberwolves,93,117,1.7,Game 2
Terrence Shannon Jr.,MIN,Golden State Warriors,Minnesota Timberwolves,93,117,3.3,Game 2
Jaylen Clark,MIN,Golden State Warriors,Minnesota Timberwolves,93,117,-1.1,Game 2
Leonard Miller,MIN,Golden State Warriors,Minnesota Timberwolves,93,117,1.7,Game 2
Luka Garza,MIN,Golden State Warriors,Minnesota Timberwolves,93,117,-0.4,Game 2
Naz Reid,MIN,Minnesota Timberwolves,Golden State Warriors,102,97,6.1,Game 3
Nickeil Alexander-Walker,MIN,Minnesota Timberwolves,Golden State Warriors,102,97,0.0,Game 3
Donte DiVincenzo,MIN,Minnesota Timberwolves,Golden State Warriors,102,97,-3.3,Game 3
Jonathan Kuminga,GSW,Minnesota Timberwolves,Golden State Warriors,102,97,24.3,Game 3
Gary Payton II,GSW,Minnesota Timberwolves,Golden State Warriors,102,97,0.1,Game 3
Kevon Looney,GSW,Minnesota Timberwolves,Golden State Warriors,102,97,4.0,Game 3
Moses Moody,GSW,Minnesota Timberwolves,Golden State Warriors,102,97,0.0,Game 3
Quinten Post,GSW,Minnesota Timberwolves,Golden State Warriors,102,97,-0.4,Game 3
Stephen Curry,GSW,Minnesota Timberwolves,Golden State Warriors,102,97,,Game 3
Donte DiVincenzo,MIN,Minnesota Timberwolves,Golden State Warriors,117,110,4.9,Game 4
Naz Reid,MIN,Minnesota Timberwolves,Golden State Warriors,117,110,1.8,Game 4
Nickeil Alexander-Walker,MIN,Minnesota Timberwolves,Golden State Warriors,117,110,10.8,Game 4
Jonathan Kuminga,GSW,Minnesota Timberwolves,Golden State Warriors,117,110,15.2,Game 4
Gary Payton II,GSW,Minnesota Timberwolves,Golden State Warriors,117,110,1.2,Game 4
Kevon Looney,GSW,Minnesota Timberwolves,Golden State Warriors,117,110,8.5,Game 4
Moses Moody,GSW,Minnesota Timberwolves,Golden State Warriors,117,110,2.9,Game 4
Gui Santos,GSW,Minnesota Timberwolves,Golden State Warriors,117,110,8.7,Game 4
Quinten Post,GSW,Minnesota Timberwolves,Golden State Warriors,117,110,4.3,Game 4
Kevin Knox,GSW,Minnesota Timberwolves,Golden State Warriors,117,110,1.0,Game 4
Pat Spencer,GSW,Minnesota Timberwolves,Golden State Warriors,117,110,2.0,Game 4
Braxton Key,GSW,Minnesota Timberwolves,Golden State Warriors,117,110,0.0,Game 4
Stephen Curry,GSW,Minnesota Timberwolves,Golden State Warriors,117,110,,Game 4
Jonathan Kuminga,GSW,Golden State Warriors,Minnesota Timberwolves,110,121,14.0,Game 5
Gui Santos,GSW,Golden State Warriors,Minnesota Timberwolves,110,121,2.6,Game 5
Moses Moody,GSW,Golden State Warriors,Minnesota Timberwolves,110,121,10.9,Game 5
Quinten Post,GSW,Golden State Warriors,Minnesota Timberwolves,110,121,-0.9,Game 5
Kevon Looney,GSW,Golden State Warriors,Minnesota Timberwolves,110,121,2.0,Game 5
Pat Spencer,GSW,Golden State Warriors,Minnesota Timberwolves,110,121,0.0,Game 5
Gary Payton II,GSW,Golden State Warriors,Minnesota Timberwolves,110,121,1.0,Game 5
Stephen Curry,GSW,Golden State Warriors,Minnesota Timberwolves,110,121,,Game 5
Donte DiVincenzo,MIN,Golden State Warriors,Minnesota Timberwolves,110,121,16.3,Game 5
Naz Reid,MIN,Golden State Warriors,Minnesota Timberwolves,110,121,7.2,Game 5
Nickeil Alexander-Walker,MIN,Golden State Warriors,Minnesota Timberwolves,110,121,-0.1,Game 5
Russell Westbrook,DEN,Denver Nuggets,Oklahoma City Thunder,121,119,8.3,Game 1
Peyton Watson,DEN,Denver Nuggets,Oklahoma City Thunder,121,119,4.0,Game 1
Julian Strawther,DEN,Denver Nuggets,Oklahoma City Thunder,121,119,1.0,Game 1
Alex Caruso,OKC,Denver Nuggets,Oklahoma City Thunder,121,119,21.3,Game 1
Cason Wallace,OKC,Denver Nuggets,Oklahoma City Thunder,121,119,3.5,Game 1
Aaron Wiggins,OKC,Denver Nuggets,Oklahoma City Thunder,121,119,6.3,Game 1
Isaiah Joe,OKC,Denver Nuggets,Oklahoma City Thunder,121,119,-1.5,Game 1
Jaylin Williams,OKC,Denver Nuggets,Oklahoma City Thunder,121,119,3.6,Game 1
Russell Westbrook,DEN,Denver Nuggets,Oklahoma City Thunder,106,149,10.3,Game 2
Peyton Watson,DEN,Denver Nuggets,Oklahoma City Thunder,106,149,8.6,Game 2
Julian Strawther,DEN,Denver Nuggets,Oklahoma City Thunder,106,149,4.6,Game 2
Zeke Nnaji,DEN,Denver Nuggets,Oklahoma City Thunder,106,149,2.4,Game 2
Jalen Pickett,DEN,Denver Nuggets,Oklahoma City Thunder,106,149,1.3,Game 2
Hunter Tyson,DEN,Denver Nuggets,Oklahoma City Thunder,106,149,8.9,Game 2
Vlatko Čančar,DEN,Denver Nuggets,Oklahoma City Thunder,106,149,-0.4,Game 2
DeAndre Jordan,DEN,Denver Nuggets,Oklahoma City Thunder,106,149,0.9,Game 2
Isaiah Joe,OKC,Denver Nuggets,Oklahoma City Thunder,106,149,13.8,Game 2
Aaron Wiggins,OKC,Denver Nuggets,Oklahoma City Thunder,106,149,6.1,Game 2
Ajay Mitchell,OKC,Denver Nuggets,Oklahoma City Thunder,106,149,5.9,Game 2
Jaylin Williams,OKC,Denver Nuggets,Oklahoma City Thunder,106,149,1.6,Game 2
Kenrich Williams,OKC,Denver Nuggets,Oklahoma City Thunder,106,149,3.8,Game 2
Cason Wallace,OKC,Denver Nuggets,Oklahoma City Thunder,106,149,9.6,Game 2
Alex Caruso,OKC,Denver Nuggets,Oklahoma City Thunder,106,149,1.0,Game 2
Dillon Jones,OKC,Denver Nuggets,Oklahoma City Thunder,106,149,5.0,Game 2
Ousmane Dieng,OKC,Denver Nuggets,Oklahoma City Thunder,106,149,1.2,Game 2
Alex Caruso,OKC,Oklahoma City Thunder,Denver Nuggets,104,113,3.3,Game 3
Cason Wallace,OKC,Oklahoma City Thunder,Denver Nuggets,104,113,1.9,Game 3
Jaylin Williams,OKC,Oklahoma City Thunder,Denver Nuggets,104,113,3.3,Game 3
Aaron Wiggins,OKC,Oklahoma City Thunder,Denver Nuggets,104,113,7.4,Game 3
Isaiah Joe,OKC,Oklahoma City Thunder,Denver Nuggets,104,113,1.5,Game 3
Russell Westbrook,DEN,Oklahoma City Thunder,Denver Nuggets,104,113,6.7,Game 3
Peyton Watson,DEN,Oklahoma City Thunder,Denver Nuggets,104,113,5.7,Game 3
Zeke Nnaji,DEN,Oklahoma City Thunder,Denver Nuggets,104,113,0.0,Game 3
Alex Caruso,OKC,Oklahoma City Thunder,Denver Nuggets,92,87,5.9,Game 4
Cason Wallace,OKC,Oklahoma City Thunder,Denver Nuggets,92,87,9.2,Game 4
Aaron Wiggins,OKC,Oklahoma City Thunder,Denver Nuggets,92,87,8.2,Game 4
Jaylin Williams,OKC,Oklahoma City Thunder,Denver Nuggets,92,87,0.0,Game 4
Isaiah Joe,OKC,Oklahoma City Thunder,Denver Nuggets,92,87,-1.2,Game 4
Russell Westbrook,DEN,Oklahoma City Thunder,Denver Nuggets,92,87,-1.6,Game 4
Peyton Watson,DEN,Oklahoma City Thunder,Denver Nuggets,92,87,-1.7,Game 4
Julian Strawther,DEN,Oklahoma City Thunder,Denver Nuggets,92,87,-0.8,Game 4
Russell Westbrook,DEN,Denver Nuggets,Oklahoma City Thunder,105,112,1.0,Game 5
Peyton Watson,DEN,Denver Nuggets,Oklahoma City Thunder,105,112,2.6,Game 5
Julian Strawther,DEN,Denver Nuggets,Oklahoma City Thunder,105,112,3.9,Game 5
Alex Caruso,OKC,Denver Nuggets,Oklahoma City Thunder,105,112,8.6,Game 5
Cason Wallace,OKC,Denver Nuggets,Oklahoma City Thunder,105,112,5.2,Game 5
Aaron Wiggins,OKC,Denver Nuggets,Oklahoma City Thunder,105,112,2.0,Game 5
Jaylin Williams,OKC,Denver Nuggets,Oklahoma City Thunder,105,112,0.8,Game 5
Isaiah Joe,OKC,Denver Nuggets,Oklahoma City Thunder,105,112,0.3,Game 5
Alex Caruso,OKC,Oklahoma City Thunder,Denver Nuggets,107,119,7.8,Game 6
Cason Wallace,OKC,Oklahoma City Thunder,Denver Nuggets,107,119,7.3,Game 6
Jaylin Williams,OKC,Oklahoma City Thunder,Denver Nuggets,107,119,7.4,Game 6
Aaron Wiggins,OKC,Oklahoma City Thunder,Denver Nuggets,107,119,-1.5,Game 6
Isaiah Joe,OKC,Oklahoma City Thunder,Denver Nuggets,107,119,0.6,Game 6
Ousmane Dieng,OKC,Oklahoma City Thunder,Denver Nuggets,107,119,0.0,Game 6
Dillon Jones,OKC,Oklahoma City Thunder,Denver Nuggets,107,119,0.0,Game 6
